Row ID,Pokemon ID,Name,Variation,Variation Sort,Family,Special,National,GO,GO Regional,Has Shiny,Region,Region Sort,Box,Slot,Row,Column,Obtained,Icon URL,Icon
32,raichu-male,Raichu,Male,1,Pichu,,0026,TRUE,FALSE,TRUE,Kanto,1,2,2,1,2,TRUE,https://pokejungle.net/sprites/shiny/0026.png,
33,raichu-female,Raichu,Female,2,Pichu,,0026,TRUE,FALSE,TRUE,Kanto,1,2,3,1,3,TRUE,https://pokejungle.net/sprites/shiny/0026-f.png,
34,sandshrew,Sandshrew,,1,Sandshrew,,0027,TRUE,FALSE,TRUE,Kanto,1,2,4,1,4,TRUE,https://pokejungle.net/sprites/shiny/0027.png,
35,sandslash,Sandslash,,1,Sandshrew,,0028,TRUE,FALSE,TRUE,Kanto,1,2,5,1,5,TRUE,https://pokejungle.net/sprites/shiny/0028.png,
36,nidoran-♀,Nidoran ♀,,,Nidoran ♀,,0029,TRUE,FALSE,TRUE,Kanto,1,2,6,1,6,TRUE,https://pokejungle.net/sprites/shiny/0029.png,
37,nidorina,Nidorina,,,Nidoran ♀,,0030,TRUE,FALSE,TRUE,Kanto,1,2,7,2,1,TRUE,https://pokejungle.net/sprites/shiny/0030.png,
38,nidoqueen,Nidoqueen,,,Nidoran ♀,,0031,TRUE,FALSE,TRUE,Kanto,1,2,8,2,2,TRUE,https://pokejungle.net/sprites/shiny/0031.png,
39,nidoran-♂,Nidoran ♂,,,Nidoran ♂,,0032,TRUE,FALSE,TRUE,Kanto,1,2,9,2,3,TRUE,https://pokejungle.net/sprites/shiny/0032.png,
40,nidorino,Nidorino,,,Nidoran ♂,,0033,TRUE,FALSE,TRUE,Kanto,1,2,10,2,4,TRUE,https://pokejungle.net/sprites/shiny/0033.png,
41,nidoking,Nidoking,,,Nidoran ♂,,0034,TRUE,FALSE,TRUE,Kanto,1,2,11,2,5,TRUE,https://pokejungle.net/sprites/shiny/0034.png,
42,clefairy,Clefairy,,,Cleffa,,0035,TRUE,FALSE,TRUE,Kanto,1,2,12,2,6,TRUE,https://pokejungle.net/sprites/shiny/0035.png,
43,clefable,Clefable,,,Cleffa,,0036,TRUE,FALSE,TRUE,Kanto,1,2,13,3,1,TRUE,https://pokejungle.net/sprites/shiny/0036.png,
44,vulpix,Vulpix,,1,Vulpix,,0037,TRUE,FALSE,TRUE,Kanto,1,2,14,3,2,TRUE,https://pokejungle.net/sprites/shiny/0037.png,
45,ninetales,Ninetales,,1,Vulpix,,0038,TRUE,FALSE,TRUE,Kanto,1,2,15,3,3,TRUE,https://pokejungle.net/sprites/shiny/0038.png,
46,jigglypuff,Jigglypuff,,,Igglybuff,,0039,TRUE,FALSE,TRUE,Kanto,1,2,16,3,4,TRUE,https://pokejungle.net/sprites/shiny/0039.png,
47,wigglytuff,Wigglytuff,,,Igglybuff,,0040,TRUE,FALSE,TRUE,Kanto,1,2,17,3,5,TRUE,https://pokejungle.net/sprites/shiny/0040.png,
48,zubat-male,Zubat,Male,1,Zubat,,0041,TRUE,FALSE,TRUE,Kanto,1,2,18,3,6,TRUE,https://pokejungle.net/sprites/shiny/0041.png,
49,zubat-female,Zubat,Female,2,Zubat,,0041,TRUE,FALSE,TRUE,Kanto,1,2,19,4,1,TRUE,https://pokejungle.net/sprites/shiny/0041-f.png,
50,golbat-male,Golbat,Male,1,Zubat,,0042,TRUE,FALSE,TRUE,Kanto,1,2,20,4,2,TRUE,https://pokejungle.net/sprites/shiny/0042.png,
51,golbat-female,Golbat,Female,2,Zubat,,0042,TRUE,FALSE,TRUE,Kanto,1,2,21,4,3,TRUE,https://pokejungle.net/sprites/shiny/0042-f.png,
52,oddish,Oddish,,,Oddish,,0043,TRUE,FALSE,TRUE,Kanto,1,2,22,4,4,TRUE,https://pokejungle.net/sprites/shiny/0043.png,
53,gloom-male,Gloom,Male,1,Oddish,,0044,TRUE,FALSE,TRUE,Kanto,1,2,23,4,5,TRUE,https://pokejungle.net/sprites/shiny/0044.png,
54,gloom-female,Gloom,Female,2,Oddish,,0044,TRUE,FALSE,TRUE,Kanto,1,2,24,4,6,TRUE,https://pokejungle.net/sprites/shiny/0044-f.png,
55,vileplume-male,Vileplume,Male,1,Oddish,,0045,TRUE,FALSE,TRUE,Kanto,1,2,25,5,1,TRUE,https://pokejungle.net/sprites/shiny/0045.png,
56,vileplume-female,Vileplume,Female,2,Oddish,,0045,TRUE,FALSE,TRUE,Kanto,1,2,26,5,2,TRUE,https://pokejungle.net/sprites/shiny/0045-f.png,
57,paras,Paras,,,Paras,,0046,TRUE,FALSE,TRUE,Kanto,1,2,27,5,3,TRUE,https://pokejungle.net/sprites/shiny/0046.png,
58,parasect,Parasect,,,Paras,,0047,TRUE,FALSE,TRUE,Kanto,1,2,28,5,4,TRUE,https://pokejungle.net/sprites/shiny/0047.png,
59,venonat,Venonat,,,Venonat,,0048,TRUE,FALSE,TRUE,Kanto,1,2,29,5,5,TRUE,https://pokejungle.net/sprites/shiny/0048.png,
60,venomoth,Venomoth,,,Venonat,,0049,TRUE,FALSE,TRUE,Kanto,1,2,30,5,6,TRUE,https://pokejungle.net/sprites/shiny/0049.png,
61,diglett,Diglett,,1,Diglett,,0050,TRUE,FALSE,TRUE,Kanto,1,3,1,1,1,TRUE,https://pokejungle.net/sprites/shiny/0050.png,
62,dugtrio,Dugtrio,,1,Diglett,,0051,TRUE,FALSE,TRUE,Kanto,1,3,2,1,2,TRUE,https://pokejungle.net/sprites/shiny/0051.png,
63,meowth,Meowth,,1,Meowth,,0052,TRUE,FALSE,TRUE,Kanto,1,3,3,1,3,TRUE,https://pokejungle.net/sprites/shiny/0052.png,
64,persian,Persian,,1,Meowth,,0053,TRUE,FALSE,TRUE,Kanto,1,3,4,1,4,TRUE,https://pokejungle.net/sprites/shiny/0053.png,
65,psyduck,Psyduck,,,Psyduck,,0054,TRUE,FALSE,TRUE,Kanto,1,3,5,1,5,TRUE,https://pokejungle.net/sprites/shiny/0054.png,
66,golduck,Golduck,,,Psyduck,,0055,TRUE,FALSE,TRUE,Kanto,1,3,6,1,6,TRUE,https://pokejungle.net/sprites/shiny/0055.png,
67,mankey,Mankey,,,Mankey,,0056,TRUE,FALSE,TRUE,Kanto,1,3,7,2,1,TRUE,https://pokejungle.net/sprites/shiny/0056.png,
68,primeape,Primeape,,,Mankey,,0057,TRUE,FALSE,TRUE,Kanto,1,3,8,2,2,TRUE,https://pokejungle.net/sprites/shiny/0057.png,
69,growlithe,Growlithe,,1,Growlithe,,0058,TRUE,FALSE,TRUE,Kanto,1,3,9,2,3,TRUE,https://pokejungle.net/sprites/shiny/0058.png,
70,arcanine,Arcanine,,1,Growlithe,,0059,TRUE,FALSE,TRUE,Kanto,1,3,10,2,4,TRUE,https://pokejungle.net/sprites/shiny/0059.png,
71,poliwag,Poliwag,,,Poliwag,,0060,TRUE,FALSE,TRUE,Kanto,1,3,11,2,5,TRUE,https://pokejungle.net/sprites/shiny/0060.png,
72,poliwhirl,Poliwhirl,,,Poliwag,,0061,TRUE,FALSE,TRUE,Kanto,1,3,12,2,6,TRUE,https://pokejungle.net/sprites/shiny/0061.png,
73,poliwrath,Poliwrath,,,Poliwag,,0062,TRUE,FALSE,TRUE,Kanto,1,3,13,3,1,TRUE,https://pokejungle.net/sprites/shiny/0062.png,
74,abra,Abra,,,Abra,,0063,TRUE,FALSE,TRUE,Kanto,1,3,14,3,2,TRUE,https://pokejungle.net/sprites/shiny/0063.png,
75,kadabra-male,Kadabra,Male,1,Abra,,0064,TRUE,FALSE,TRUE,Kanto,1,3,15,3,3,TRUE,https://pokejungle.net/sprites/shiny/0064.png,
76,kadabra-female,Kadabra,Female,2,Abra,,0064,TRUE,FALSE,TRUE,Kanto,1,3,16,3,4,TRUE,https://pokejungle.net/sprites/shiny/0064-f.png,
77,alakazam-male,Alakazam,Male,1,Abra,,0065,TRUE,FALSE,TRUE,Kanto,1,3,17,3,5,TRUE,https://pokejungle.net/sprites/shiny/0065.png,
78,alakazam-female,Alakazam,Female,2,Abra,,0065,TRUE,FALSE,TRUE,Kanto,1,3,18,3,6,TRUE,https://pokejungle.net/sprites/shiny/0065-f.png,
79,machop,Machop,,,Machop,,0066,TRUE,FALSE,TRUE,Kanto,1,3,19,4,1,TRUE,https://pokejungle.net/sprites/shiny/0066.png,
80,machoke,Machoke,,,Machop,,0067,TRUE,FALSE,TRUE,Kanto,1,3,20,4,2,TRUE,https://pokejungle.net/sprites/shiny/0067.png,
81,machamp,Machamp,,,Machop,,0068,TRUE,FALSE,TRUE,Kanto,1,3,21,4,3,TRUE,https://pokejungle.net/sprites/shiny/0068.png,
82,bellsprout,Bellsprout,,,Bellsprout,,0069,TRUE,FALSE,TRUE,Kanto,1,3,22,4,4,TRUE,https://pokejungle.net/sprites/shiny/0069.png,
83,weepinbell,Weepinbell,,,Bellsprout,,0070,TRUE,FALSE,TRUE,Kanto,1,3,23,4,5,TRUE,https://pokejungle.net/sprites/shiny/0070.png,
84,victreebel,Victreebel,,,Bellsprout,,0071,TRUE,FALSE,TRUE,Kanto,1,3,24,4,6,TRUE,https://pokejungle.net/sprites/shiny/0071.png,
85,tentacool,Tentacool,,,Tentacool,,0072,TRUE,FALSE,TRUE,Kanto,1,3,25,5,1,TRUE,https://pokejungle.net/sprites/shiny/0072.png,
86,tentacruel,Tentacruel,,,Tentacool,,0073,TRUE,FALSE,TRUE,Kanto,1,3,26,5,2,TRUE,https://pokejungle.net/sprites/shiny/0073.png,
87,geodude,Geodude,,1,Geodude,,0074,TRUE,FALSE,TRUE,Kanto,1,3,27,5,3,TRUE,https://pokejungle.net/sprites/shiny/0074.png,
88,graveler,Graveler,,1,Geodude,,0075,TRUE,FALSE,TRUE,Kanto,1,3,28,5,4,TRUE,https://pokejungle.net/sprites/shiny/0075.png,
89,golem,Golem,,1,Geodude,,0076,TRUE,FALSE,TRUE,Kanto,1,3,29,5,5,TRUE,https://pokejungle.net/sprites/shiny/0076.png,
90,ponyta,Ponyta,,1,Ponyta,,0077,TRUE,FALSE,TRUE,Kanto,1,3,30,5,6,TRUE,https://pokejungle.net/sprites/shiny/0077.png,
91,rapidash,Rapidash,,1,Ponyta,,0078,TRUE,FALSE,TRUE,Kanto,1,4,1,1,1,TRUE,https://pokejungle.net/sprites/shiny/0078.png,
92,slowpoke,Slowpoke,,1,Slowpoke,,0079,TRUE,FALSE,TRUE,Kanto,1,4,2,1,2,TRUE,https://pokejungle.net/sprites/shiny/0079.png,
93,slowbro,Slowbro,,1,Slowpoke,,0080,TRUE,FALSE,TRUE,Kanto,1,4,3,1,3,TRUE,https://pokejungle.net/sprites/shiny/0080.png,
94,magnemite,Magnemite,,,Magnemite,,0081,TRUE,FALSE,TRUE,Kanto,1,4,4,1,4,TRUE,https://pokejungle.net/sprites/shiny/0081.png,
95,magneton,Magneton,,,Magnemite,,0082,TRUE,FALSE,TRUE,Kanto,1,4,5,1,5,TRUE,https://pokejungle.net/sprites/shiny/0082.png,
96,farfetch’d,Farfetch’d,,1,Farfetch’d,,0083,TRUE,TRUE,TRUE,Kanto,1,4,6,1,6,TRUE,https://pokejungle.net/sprites/shiny/0083.png,
97,doduo-male,Doduo,Male,1,Doduo,,0084,TRUE,FALSE,TRUE,Kanto,1,4,7,2,1,TRUE,https://pokejungle.net/sprites/shiny/0084.png,
98,doduo-female,Doduo,Female,2,Doduo,,0084,TRUE,FALSE,TRUE,Kanto,1,4,8,2,2,TRUE,https://pokejungle.net/sprites/shiny/0084-f.png,
99,dodrio-male,Dodrio,Male,1,Doduo,,0085,TRUE,FALSE,TRUE,Kanto,1,4,9,2,3,TRUE,https://pokejungle.net/sprites/shiny/0085.png,
100,dodrio-female,Dodrio,Female,2,Doduo,,0085,TRUE,FALSE,TRUE,Kanto,1,4,10,2,4,TRUE,https://pokejungle.net/sprites/shiny/0085-f.png,
101,seel,Seel,,,Seel,,0086,TRUE,FALSE,TRUE,Kanto,1,4,11,2,5,TRUE,https://pokejungle.net/sprites/shiny/0086.png,
102,dewgong,Dewgong,,,Seel,,0087,TRUE,FALSE,TRUE,Kanto,1,4,12,2,6,TRUE,https://pokejungle.net/sprites/shiny/0087.png,
103,grimer,Grimer,,1,Grimer,,0088,TRUE,FALSE,TRUE,Kanto,1,4,13,3,1,TRUE,https://pokejungle.net/sprites/shiny/0088.png,
104,muk,Muk,,1,Grimer,,0089,TRUE,FALSE,TRUE,Kanto,1,4,14,3,2,TRUE,https://pokejungle.net/sprites/shiny/0089.png,
105,shellder,Shellder,,,Shellder,,0090,TRUE,FALSE,TRUE,Kanto,1,4,15,3,3,TRUE,https://pokejungle.net/sprites/shiny/0090.png,
106,cloyster,Cloyster,,,Shellder,,0091,TRUE,FALSE,TRUE,Kanto,1,4,16,3,4,TRUE,https://pokejungle.net/sprites/shiny/0091.png,
107,gastly,Gastly,,,Gastly,,0092,TRUE,FALSE,TRUE,Kanto,1,4,17,3,5,TRUE,https://pokejungle.net/sprites/shiny/0092.png,
108,haunter,Haunter,,,Gastly,,0093,TRUE,FALSE,TRUE,Kanto,1,4,18,3,6,TRUE,https://pokejungle.net/sprites/shiny/0093.png,
109,gengar,Gengar,,,Gastly,,0094,TRUE,FALSE,TRUE,Kanto,1,4,19,4,1,TRUE,https://pokejungle.net/sprites/shiny/0094.png,
110,onix,Onix,,,Onix,,0095,TRUE,FALSE,TRUE,Kanto,1,4,20,4,2,TRUE,https://pokejungle.net/sprites/shiny/0095.png,
111,drowzee,Drowzee,,,Drowzee,,0096,TRUE,FALSE,TRUE,Kanto,1,4,21,4,3,TRUE,https://pokejungle.net/sprites/shiny/0096.png,
112,hypno-male,Hypno,Male,1,Drowzee,,0097,TRUE,FALSE,TRUE,Kanto,1,4,22,4,4,TRUE,https://pokejungle.net/sprites/shiny/0097.png,
113,hypno-female,Hypno,Female,2,Drowzee,,0097,TRUE,FALSE,TRUE,Kanto,1,4,23,4,5,TRUE,https://pokejungle.net/sprites/shiny/0097-f.png,
114,krabby,Krabby,,,Krabby,,0098,TRUE,FALSE,TRUE,Kanto,1,4,24,4,6,TRUE,https://pokejungle.net/sprites/shiny/0098.png,
115,kingler,Kingler,,,Krabby,,0099,TRUE,FALSE,TRUE,Kanto,1,4,25,5,1,TRUE,https://pokejungle.net/sprites/shiny/0099.png,
116,voltorb,Voltorb,,1,Voltorb,,0100,TRUE,FALSE,TRUE,Kanto,1,4,26,5,2,TRUE,https://pokejungle.net/sprites/shiny/0100.png,
117,electrode,Electrode,,1,Voltorb,,0101,TRUE,FALSE,TRUE,Kanto,1,4,27,5,3,TRUE,https://pokejungle.net/sprites/shiny/0101.png,
118,exeggcute,Exeggcute,,,Exeggcute,,0102,TRUE,FALSE,TRUE,Kanto,1,4,28,5,4,TRUE,https://pokejungle.net/sprites/shiny/0102.png,
119,exeggutor,Exeggutor,,1,Exeggcute,,0103,TRUE,FALSE,TRUE,Kanto,1,4,29,5,5,TRUE,https://pokejungle.net/sprites/shiny/0103.png,
120,cubone,Cubone,,,Cubone,,0104,TRUE,FALSE,TRUE,Kanto,1,4,30,5,6,TRUE,https://pokejungle.net/sprites/shiny/0104.png,
121,marowak,Marowak,,1,Cubone,,0105,TRUE,FALSE,TRUE,Kanto,1,5,1,1,1,TRUE,https://pokejungle.net/sprites/shiny/0105.png,
122,hitmonlee,Hitmonlee,,,Tyrogue,,0106,TRUE,FALSE,TRUE,Kanto,1,5,2,1,2,TRUE,https://pokejungle.net/sprites/shiny/0106.png,
123,hitmonchan,Hitmonchan,,,Tyrogue,,0107,TRUE,FALSE,TRUE,Kanto,1,5,3,1,3,TRUE,https://pokejungle.net/sprites/shiny/0107.png,
124,lickitung,Lickitung,,,Lickitung,,0108,TRUE,FALSE,TRUE,Kanto,1,5,4,1,4,TRUE,https://pokejungle.net/sprites/shiny/0108.png,
125,koffing,Koffing,,,Koffing,,0109,TRUE,FALSE,TRUE,Kanto,1,5,5,1,5,TRUE,https://pokejungle.net/sprites/shiny/0109.png,
126,weezing,Weezing,,1,Koffing,,0110,TRUE,FALSE,TRUE,Kanto,1,5,6,1,6,TRUE,https://pokejungle.net/sprites/shiny/0110.png,
127,rhyhorn-male,Rhyhorn,Male,1,Rhyhorn,,0111,TRUE,FALSE,TRUE,Kanto,1,5,7,2,1,TRUE,https://pokejungle.net/sprites/shiny/0111.png,
128,rhyhorn-female,Rhyhorn,Female,2,Rhyhorn,,0111,TRUE,FALSE,TRUE,Kanto,1,5,8,2,2,TRUE,https://pokejungle.net/sprites/shiny/0111-f.png,
129,rhydon-male,Rhydon,Male,1,Rhyhorn,,0112,TRUE,FALSE,TRUE,Kanto,1,5,9,2,3,TRUE,https://pokejungle.net/sprites/shiny/0112.png,
130,rhydon-female,Rhydon,Female,2,Rhyhorn,,0112,TRUE,FALSE,TRUE,Kanto,1,5,10,2,4,TRUE,https://pokejungle.net/sprites/shiny/0112-f.png,
131,chansey,Chansey,,,Happiny,,0113,TRUE,FALSE,TRUE,Kanto,1,5,11,2,5,TRUE,https://pokejungle.net/sprites/shiny/0113.png,
132,tangela,Tangela,,,Tangela,,0114,TRUE,FALSE,TRUE,Kanto,1,5,12,2,6,TRUE,https://pokejungle.net/sprites/shiny/0114.png,
133,kangaskhan,Kangaskhan,,,Kangaskhan,,0115,TRUE,TRUE,TRUE,Kanto,1,5,13,3,1,TRUE,https://pokejungle.net/sprites/shiny/0115.png,
134,horsea,Horsea,,,Horsea,,0116,TRUE,FALSE,TRUE,Kanto,1,5,14,3,2,TRUE,https://pokejungle.net/sprites/shiny/0116.png,
135,seadra,Seadra,,,Horsea,,0117,TRUE,FALSE,TRUE,Kanto,1,5,15,3,3,TRUE,https://pokejungle.net/sprites/shiny/0117.png,
136,goldeen-male,Goldeen,Male,1,Goldeen,,0118,TRUE,FALSE,TRUE,Kanto,1,5,16,3,4,TRUE,https://pokejungle.net/sprites/shiny/0118.png,
137,goldeen-female,Goldeen,Female,2,Goldeen,,0118,TRUE,FALSE,TRUE,Kanto,1,5,17,3,5,TRUE,https://pokejungle.net/sprites/shiny/0118-f.png,
138,seaking-male,Seaking,Male,1,Goldeen,,0119,TRUE,FALSE,TRUE,Kanto,1,5,18,3,6,TRUE,https://pokejungle.net/sprites/shiny/0119.png,
139,seaking-female,Seaking,Female,2,Goldeen,,0119,TRUE,FALSE,TRUE,Kanto,1,5,19,4,1,TRUE,https://pokejungle.net/sprites/shiny/0119-f.png,
140,staryu,Staryu,,,Staryu,,0120,TRUE,FALSE,TRUE,Kanto,1,5,20,4,2,TRUE,https://pokejungle.net/sprites/shiny/0120.png,
141,starmie,Starmie,,,Staryu,,0121,TRUE,FALSE,TRUE,Kanto,1,5,21,4,3,TRUE,https://pokejungle.net/sprites/shiny/0121.png,
142,mr-mime,Mr. Mime,,1,Mime Jr.,,0122,TRUE,TRUE,TRUE,Kanto,1,5,22,4,4,TRUE,https://pokejungle.net/sprites/shiny/0122.png,
143,scyther-male,Scyther,Male,1,Scyther,,0123,TRUE,FALSE,TRUE,Kanto,1,5,23,4,5,TRUE,https://pokejungle.net/sprites/shiny/0123.png,
144,scyther-female,Scyther,Female,2,Scyther,,0123,TRUE,FALSE,TRUE,Kanto,1,5,24,4,6,TRUE,https://pokejungle.net/sprites/shiny/0123-f.png,
145,jynx,Jynx,,,Smoochum,,0124,TRUE,FALSE,TRUE,Kanto,1,5,25,5,1,TRUE,https://pokejungle.net/sprites/shiny/0124.png,
146,electabuzz,Electabuzz,,,Elekid,,0125,TRUE,FALSE,TRUE,Kanto,1,5,26,5,2,TRUE,https://pokejungle.net/sprites/shiny/0125.png,
147,magmar,Magmar,,,Magby,,0126,TRUE,FALSE,TRUE,Kanto,1,5,27,5,3,TRUE,https://pokejungle.net/sprites/shiny/0126.png,
148,pinsir,Pinsir,,,Pinsir,,0127,TRUE,FALSE,TRUE,Kanto,1,5,28,5,4,TRUE,https://pokejungle.net/sprites/shiny/0127.png,
149,tauros,Tauros,,1,Tauros,,0128,TRUE,TRUE,TRUE,Kanto,1,5,29,5,5,TRUE,https://pokejungle.net/sprites/shiny/0128.png,
150,magikarp-male,Magikarp,Male,1,Magikarp,,0129,TRUE,FALSE,TRUE,Kanto,1,5,30,5,6,TRUE,https://pokejungle.net/sprites/shiny/0129.png,
151,magikarp-female,Magikarp,Female,2,Magikarp,,0129,TRUE,FALSE,TRUE,Kanto,1,6,1,1,1,TRUE,https://pokejungle.net/sprites/shiny/0129-f.png,
152,gyarados-male,Gyarados,Male,1,Magikarp,,0130,TRUE,FALSE,TRUE,Kanto,1,6,2,1,2,TRUE,https://pokejungle.net/sprites/shiny/0130.png,
153,gyarados-female,Gyarados,Female,2,Magikarp,,0130,TRUE,FALSE,TRUE,Kanto,1,6,3,1,3,TRUE,https://pokejungle.net/sprites/shiny/0130-f.png,
154,lapras,Lapras,,,Lapras,,0131,TRUE,FALSE,TRUE,Kanto,1,6,4,1,4,TRUE,https://pokejungle.net/sprites/shiny/0131.png,
155,ditto,Ditto,,,Ditto,,0132,TRUE,FALSE,TRUE,Kanto,1,6,5,1,5,TRUE,https://pokejungle.net/sprites/shiny/0132.png,
156,eevee-male,Eevee,Male,1,Eevee,,0133,TRUE,FALSE,TRUE,Kanto,1,6,6,1,6,TRUE,https://pokejungle.net/sprites/shiny/0133.png,
157,eevee-female,Eevee,Female,2,Eevee,,0133,TRUE,FALSE,TRUE,Kanto,1,6,7,2,1,TRUE,https://pokejungle.net/sprites/shiny/0133-f.png,
158,vaporeon,Vaporeon,,,Eevee,,0134,TRUE,FALSE,TRUE,Kanto,1,6,8,2,2,TRUE,https://pokejungle.net/sprites/shiny/0134.png,
159,jolteon,Jolteon,,,Eevee,,0135,TRUE,FALSE,TRUE,Kanto,1,6,9,2,3,TRUE,https://pokejungle.net/sprites/shiny/0135.png,
160,flareon,Flareon,,,Eevee,,0136,TRUE,FALSE,TRUE,Kanto,1,6,10,2,4,TRUE,https://pokejungle.net/sprites/shiny/0136.png,
161,porygon,Porygon,,,Porygon,,0137,TRUE,FALSE,TRUE,Kanto,1,6,11,2,5,TRUE,https://pokejungle.net/sprites/shiny/0137.png,
